year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2024,10,2024-03-02,04-03-2024,Assam,Biswanath,Hepatitis A,Reported In Same Week,25,0
2024,10,2024-03-05,05-03-2024,Bihar,Saharsa,Measles,Reported In Same Week,11,0
2024,10,2024-03-01,04-03-2024,Chhattisgarh,Sukma,Measles,Reported In Same Week,93,0
2024,10,2024-03-01,04-03-2024,Chhattisgarh,Sukma,Fever With Rash,Reported In Same Week,13,0
2024,10,2024-02-23,,Chhattisgarh,Rajnandgaon,Chickenpox,Reported Late,20,0
2024,10,2024-03-05,06-03-2024,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Mumps,Reported In Same Week,6,0
2024,10,2024-02-28,,Goa,North Goa,Kyasanur Fandest Disease,Reported Late,6,0
2024,10,2024-03-06,06-03-2024,Gujarat,Anand,Acute Diarrheal Disease,Reported In Same Week,39,0
2024,10,2024-03-05,05-03-2024,Gujarat,Aravalli,Acute Diarrheal Disease,Reported In Same Week,17,0
2024,10,2024-03-05,06-03-2024,Himachal Pradesh,Mandi,Hepatitis A,Reported In Same Week,11,0
2024,10,2024-03-09,09-03-2024,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported In Same Week,2,0
2024,10,2024-03-06,07-03-2024,Kerala,Malappuram,Hepatitis A,Reported In Same Week,36,0
2024,10,2024-02-29,,Kerala,Malappuram,Food Poisoning,Reported Late,20,0
2024,10,2024-01-24,06-03-2024,Madhya Pradesh,Sagar,Measles,Reported In Same Week,44,0
2024,10,2024-03-09,09-03-2024,Maharashtra,Dhule,Food Poisoning,Reported In Same Week,25,0
2024,10,2024-03-09,09-03-2024,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported In Same Week,18,0
2024,10,2024-03-08,10-03-2024,Maharashtra,Hingoli,Acute Diarrheal Disease,Reported In Same Week,21,0
2024,10,2024-03-08,10-03-2024,Maharashtra,Latur,Food Poisoning,Reported In Same Week,48,0
2024,10,2024-03-08,08-03-2024,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported In Same Week,76,0
2024,10,2024-03-08,08-03-2024,Maharashtra,Sindhudurg,Acute Diarrheal Disease,Reported In Same Week,146,0
2024,10,2024-03-05,06-03-2024,Maharashtra,Kolhapur,Hepatitis A,Reported In Same Week,22,0
2024,10,2024-03-09,10-03-2024,Odisha,Sundargarh,Acute Diarrheal Disease,Reported In Same Week,16,0
2024,10,2024-03-07,07-03-2024,Odisha,Sambalpur,Acute Diarrheal Disease,Reported In Same Week,42,0
2024,10,2024-03-06,07-03-2024,Odisha,Ganjam,Cholera,Reported In Same Week,72,0
2024,10,2024-03-06,06-03-2024,Odisha,Malkangiri,Food Poisoning,Reported In Same Week,28,1
2024,10,2024-03-04,04-03-2024,Odisha,Jharsuguda,Food Poisoning,Reported In Same Week,53,0
2024,10,2024-03-06,07-03-2024,Rajasthan,Kota,Food Poisoning,Reported In Same Week,104,0
2024,10,2024-03-07,07-03-2024,Tamil Nadu,Perambalur,Dengue,Reported In Same Week,88,0
2024,10,2024-03-06,07-03-2024,Tamil Nadu,Krishnagiri,Mumps,Reported In Same Week,6,0
2024,10,2024-03-05,06-03-2024,Tamil Nadu,Tiruchirappalli,Chickenpox,Reported In Same Week,64,0
2024,10,2024-03-05,06-03-2024,Tamil Nadu,Tiruvannamalai,Mumps,Reported In Same Week,8,0
2024,10,2024-03-04,06-03-2024,Tamil Nadu,Tiruchirappalli,Mumps,Reported In Same Week,17,0
2024,10,2024-02-21,,Tamil Nadu,Krishnagiri,Measles,Reported Late,14,0
2024,10,2024-03-01,04-03-2024,Uttar Pradesh,Ballia,Leptospirosis,Reported In Same Week,3,0
2024,10,2024-02-23,,Uttar Pradesh,Fatehpur,Fever With Rash,Reported Late,5,0
2024,9,2024-02-22,26-02-2024,Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,Reported In Same Week,22,0
2024,9,2024-02-27,28-02-2024,Arunachal Pradesh,Upper Subansiri,Mushroom Poisoning,Reported In Same Week,7,0
2024,9,2024-02-28,28-02-2024,Assam,Jorhat,Acute Diarrheal Disease,Reported In Same Week,13,0
2024,9,2024-02-26,28-02-2024,Assam,Darrang,Food Poisoning,Reported In Same Week,9,0
2024,9,2024-02-24,26-02-2024,Assam,Goalpara,Human Rabies,Reported In Same Week,1,0
2024,9,2024-02-29,29-02-2024,Bihar,Saharsa,Measles,Reported In Same Week,14,0
2024,9,2024-02-27,27-02-2024,Bihar,Bhojpur,Acute Diarrheal Disease,Reported In Same Week,40,0
2024,9,2024-02-20,,Bihar,Samastipur,Fever With Rash,Reported Late,9,0
2024,9,2024-02-28,29-02-2024,Chhattisgarh,Sukma,Measles,Reported In Same Week,7,0
2024,9,2024-02-28,28-02-2024,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported In Same Week,24,0
2024,9,2024-02-27,28-02-2024,Chhattisgarh,Sukma,Measles,Reported In Same Week,31,0
2024,9,2024-03-01,01-03-2024,Gujarat,Gir Somnath,Acute Diarrheal Disease,Reported In Same Week,7,0
2024,9,2024-02-28,29-02-2024,Gujarat,Junagadh,Food Poisoning,Reported In Same Week,17,0
2024,9,2024-02-27,28-02-2024,Gujarat,Gandhinagar,Cholera,Reported In Same Week,216,0
2024,9,2024-02-26,26-02-2024,Gujarat,Gir Somnath,Acute Diarrheal Disease,Reported In Same Week,47,0
2024,9,2024-02-02,,Gujarat,Mahesana,Fever With Rash,Reported Late,7,0
2024,9,2024-02-26,27-02-2024,Jharkhand,Deoghar,Acute Diarrheal Disease,Reported In Same Week,67,0
2024,9,2024-02-26,27-02-2024,Jharkhand,Dumka,Chickenpox,Reported In Same Week,5,0
2024,9,2024-02-25,28-02-2024,Jharkhand,Chatra,Chickenpox,Reported In Same Week,7,0
2024,9,2024-03-01,01-03-2024,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported In Same Week,139,0
2024,9,2024-02-27,29-02-2024,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported In Same Week,133,0
2024,9,2024-03-02,03-03-2024,Kerala,Alappuzha,Acute Diarrheal Disease,Reported In Same Week,22,0
2024,9,2024-03-02,02-03-2024,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported In Same Week,199,0
2024,9,2024-03-02,02-03-2024,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported In Same Week,27,0
2024,9,2024-03-01,01-03-2024,Kerala,Kozhikode,Mumps,Reported In Same Week,16,0
2024,9,2024-02-29,02-03-2024,Kerala,Ernakulam,Dengue,Reported In Same Week,16,0
2024,9,2024-02-28,01-03-2024,Kerala,Kasaragod,Hepatitis A,Reported In Same Week,41,0
2024,9,2024-02-28,29-02-2024,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported In Same Week,10,0
2024,9,2024-02-28,28-02-2024,Kerala,Idukki,Mumps,Reported In Same Week,6,0
2024,9,2024-02-28,28-02-2024,Kerala,Kottayam,Chickenpox,Reported In Same Week,28,0
2024,9,2024-02-27,29-02-2024,Kerala,Kannur,Mumps,Reported In Same Week,10,0
2024,9,2024-02-27,28-02-2024,Kerala,Wayanad,Food Poisoning,Reported In Same Week,90,0
2024,9,2024-02-26,27-02-2024,Kerala,Malappuram,Acute Hepatitis A,Reported In Same Week,409,0
2024,9,2024-02-26,27-02-2024,Kerala,Palakkad,Hepatitis A,Reported In Same Week,18,0
2024,9,2024-01-24,,Kerala,Thrissur,Mumps,Reported Late,14,0
2024,9,2024-03-01,01-03-2024,Madhya Pradesh,Rewa,Chickenpox,Reported In Same Week,10,0
2024,9,2024-02-29,01-03-2024,Madhya Pradesh,Dewas,Mumps,Reported In Same Week,5,0
2024,9,2024-02-29,29-02-2024,Madhya Pradesh,Dewas,Fever With Rash,Reported In Same Week,6,0
2024,9,2024-02-29,29-02-2024,Madhya Pradesh,Rewa,Chickenpox,Reported In Same Week,8,0
2024,9,2024-02-28,01-03-2024,Madhya Pradesh,Shivpuri,Leptospirosis,Reported In Same Week,1,0
2024,9,2024-02-27,29-02-2024,Madhya Pradesh,Dewas,Fever With Rash,Reported In Same Week,8,0
2024,9,2024-02-27,27-02-2024,Madhya Pradesh,Neemuch,Measles,Reported In Same Week,6,0
2024,9,2024-02-26,27-02-2024,Madhya Pradesh,Bhind,Measles,Reported In Same Week,5,0
2024,9,2024-03-01,01-03-2024,Maharashtra,Palghar,Acute Diarrheal Disease,Reported In Same Week,15,0
2024,9,2024-02-29,29-02-2024,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported In Same Week,122,0
2024,9,2024-02-27,28-02-2024,Maharashtra,Akola,Acute Diarrheal Disease,Reported In Same Week,10,0
2024,9,2024-02-27,29-02-2024,Meghalaya,Eastern West Khasi Hills,Acute Diarrheal Disease,Reported In Same Week,11,0
2024,9,2024-02-19,,Meghalaya,East Garo Hills,Chickenpox,Reported Late,17,0
2024,9,2024-02-25,26-02-2024,Odisha,Malkangiri,Acute Diarrheal Disease,Reported In Same Week,6,1
2024,9,2024-03-01,02-03-2024,Tamil Nadu,The Nilgiris,Mumps,Reported In Same Week,10,0
2024,9,2024-02-28,29-02-2024,Tamil Nadu,Salem,Mumps,Reported In Same Week,12,0
2024,9,2024-02-27,27-02-2024,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported In Same Week,8,0
2024,9,2024-02-26,28-02-2024,Tamil Nadu,Tirupathur,Measles,Reported In Same Week,17,0
2024,9,2024-02-26,26-02-2024,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported In Same Week,14,0
2024,9,2024-02-25,26-02-2024,Tamil Nadu,Karur,Acute Diarrheal Disease,Reported In Same Week,15,0
2024,9,2024-02-23,01-03-2024,Tamil Nadu,Coimbatore,Mumps,Reported In Same Week,22,0
2024,9,2024-02-20,,Tamil Nadu,Coimbatore,Mumps,Reported Late,24,0
2024,9,2024-02-23,28-02-2024,Uttar Pradesh,Kushinagar,Food Poisoning,Reported In Same Week,28,0
2024,9,2024-02-23,26-02-2024,Uttar Pradesh,Jalaun,Measles,Reported In Same Week,8,0
2024,9,2024-02-14,,Uttar Pradesh,Bahraich,Food Poisoning,Reported Late,60,0
2024,9,2024-02-09,,Uttar Pradesh,Auraiya,Food Poisoning,Reported Late,18,0
2024,8,2024-02-12,,Andhra Pradesh,Konaseema,Food Poisoning,Reported Late,52,0
2024,8,2024-02-15,,Arunachal Pradesh,Changlang,Chickenpox,Reported Late,29,1
2024,8,2024-02-22,23-02-2024,Assam,Goalpara,Chickenpox,Reported In Same Week,10,0
2024,8,2024-02-22,22-02-2024,Assam,Udalguri,Human Rabies,Reported In Same Week,1,0
2024,8,2024-02-21,22-02-2024,Assam,Bongaigaon,Animal Bite - Dog Bite,Reported In Same Week,1,0
2024,8,2024-01-22,22-02-2024,Assam,Sonitpur,Fever,Reported In Same Week,14,1
2024,8,2024-02-19,21-02-2024,Bihar,Begusarai,Fever With Rash,Reported In Same Week,9,0
2024,8,2024-02-19,20-02-2024,Bihar,Samastipur,Measles,Reported In Same Week,11,0
2024,8,2024-02-23,24-02-2024,Chhattisgarh,Bemetara,Food Poisoning,Reported In Same Week,80,0
2024,8,2024-02-13,,Gujarat,Tapi,Measles,Reported Late,6,0
2024,8,2024-02-20,20-02-2024,Jharkhand,West Singhbhum,Measles,Reported In Same Week,11,0
2024,8,2024-02-24,25-02-2024,Karnataka,Udupi,Kyasanur Fandest Disease,Reported In Same Week,1,0
2024,8,2024-02-22,23-02-2024,Karnataka,Bagalkote,Mumps,Reported In Same Week,20,0
2024,8,2024-02-21,22-02-2024,Karnataka,Vijayapura,Human Rabies,Reported In Same Week,1,0
2024,8,2024-02-19,19-02-2024,Karnataka,Haveri,Food Poisoning,Reported In Same Week,24,0
2024,8,2024-02-22,22-02-2024,Kerala,Kollam,Food Poisoning,Reported In Same Week,22,0
2024,8,2024-02-21,23-02-2024,Kerala,Thrissur,Food Poisoning,Reported In Same Week,60,0
2024,8,2024-02-19,19-02-2024,Kerala,Kozhikode,Hepatitis A,Reported In Same Week,15,0
2024,8,2024-02-15,19-02-2024,Kerala,Kannur,Mumps,Reported In Same Week,11,0
2024,8,2024-02-11,,Kerala,Ernakulam,Hepatitis A,Reported Late,9,0
2024,8,2024-02-20,20-02-2024,Madhya Pradesh,Umaria,Fever With Rash,Reported In Same Week,6,0
2024,8,2024-02-19,19-02-2024,Madhya Pradesh,Jhabua,Measles,Reported In Same Week,13,0
2024,8,2024-02-18,20-02-2024,Madhya Pradesh,Shivpuri,Measles,Reported In Same Week,2,0
2024,8,2024-02-17,19-02-2024,Madhya Pradesh,Satna,Chickenpox,Reported In Same Week,21,0
2024,8,2024-02-12,,Madhya Pradesh,Ratlam,Mumps,Reported Late,3,0
2024,8,2024-02-21,23-02-2024,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported In Same Week,193,0
2024,8,2024-02-20,22-02-2024,Maharashtra,Buldhana,Food Poisoning,Reported In Same Week,208,0
2024,8,2024-02-20,20-02-2024,Maharashtra,Yavatmal,Food Poisoning,Reported In Same Week,68,0
2024,8,2024-02-22,23-02-2024,Meghalaya,West Jaintia Hills,Measles,Reported In Same Week,23,0
2024,8,2024-02-17,23-02-2024,Meghalaya,West Jaintia Hills,Human Rabies,Reported In Same Week,1,0
2024,8,2024-02-14,,Meghalaya,West Khasi Hills,Human Rabies,Reported Late,1,1
2024,8,2024-02-09,,Meghalaya,West Jaintia Hills,Human Rabies,Reported Late,1,0
2024,8,2024-02-23,25-02-2024,Odisha,Bhadrak,Acute Diarrheal Disease,Reported In Same Week,29,0
2024,8,2024-02-20,21-02-2024,Odisha,Dhenkanal,Acute Diarrheal Disease,Reported In Same Week,22,0
2024,8,2024-02-20,20-02-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported In Same Week,20,0
2024,8,2024-02-20,22-02-2024,Puducherry,Pondicherry,Chickenpox,Reported In Same Week,17,0
2024,8,2024-02-21,21-02-2024,Punjab,Fazilka,Mumps,Reported In Same Week,7,0
2024,8,2024-02-23,23-02-2024,Tamil Nadu,Kallakurichi,Chickenpox,Reported In Same Week,18,0
2024,8,2024-02-21,22-02-2024,Tamil Nadu,Coimbatore,Chickenpox,Reported In Same Week,12,0
2024,8,2024-02-20,20-02-2024,Tamil Nadu,Coimbatore,Mumps,Reported In Same Week,40,0
2024,8,2024-02-16,25-02-2024,Uttar Pradesh,Faizabad,Fever With Rash,Reported In Same Week,12,0
2024,8,2024-02-16,21-02-2024,Uttarakhand,Nainital,Food Poisoning,Reported In Same Week,23,0
2024,8,2024-02-16,23-02-2024,West Bengal,Purba Bardhaman,Food Poisoning,Reported In Same Week,32,0
2024,8,2024-02-16,20-02-2024,West Bengal,Murshidabad,Cholera,Reported In Same Week,20,0
2024,7,2024-02-17,17-02-2024,Assam,Dhemaji,Chickenpox,Reported In Same Week,8,0
2024,7,2024-02-13,15-02-2024,Bihar,Jehanabad,Measles,Reported In Same Week,8,0
2024,7,2024-02-11,13-02-2024,Bihar,Begusarai,Fever With Rash,Reported In Same Week,9,0
2024,7,2024-02-10,15-02-2024,Bihar,Arwal,Acute Diarrheal Disease,Reported In Same Week,15,0
2024,7,2024-02-10,12-02-2024,Chhattisgarh,Sukma,Measles,Reported In Same Week,6,0
2024,7,2024-02-14,14-02-2024,Gujarat,Mahisagar,Acute Diarrheal Disease,Reported In Same Week,9,0
2024,7,2024-02-13,13-02-2024,Gujarat,Ahmedabad,Food Poisoning,Reported In Same Week,16,0
2024,7,2024-02-08,12-02-2024,Gujarat,Jamnagar,Chikungunya,Reported In Same Week,9,0
2024,7,2024-02-09,12-02-2024,Haryana,Nuh,Food Poisoning,Reported In Same Week,15,0
2024,7,2024-02-14,15-02-2024,Himachal Pradesh,Mandi,Acute Diarrheal Disease,Reported In Same Week,26,0
2024,7,2024-02-16,16-02-2024,Karnataka,Mysuru,Human Rabies,Reported In Same Week,1,0
2024,7,2024-02-12,13-02-2024,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,Reported In Same Week,46,0
2024,7,2024-02-09,12-02-2024,Karnataka,Raichur,Mumps,Reported In Same Week,15,0
2024,7,2024-02-08,12-02-2024,Karnataka,Bidar,Chikungunya,Reported In Same Week,10,0
2024,7,2024-02-16,16-02-2024,Kerala,Kozhikode,Typhoid,Reported In Same Week,57,0
2024,7,2024-02-16,16-02-2024,Kerala,Palakkad,Mumps,Reported In Same Week,14,0
2024,7,2024-02-15,15-02-2024,Kerala,Palakkad,Mumps,Reported In Same Week,11,0
2024,7,2024-02-12,16-02-2024,Kerala,Palakkad,Mumps,Reported In Same Week,19,0
2024,7,2024-02-15,15-02-2024,Madhya Pradesh,Mandla,Scrub Typhus,Reported In Same Week,5,0
2024,7,2024-02-15,15-02-2024,Madhya Pradesh,Rewa,Scrub Typhus,Reported In Same Week,35,0
2024,7,2024-02-15,15-02-2024,Madhya Pradesh,Satna,Measles,Reported In Same Week,54,0
2024,7,2024-02-14,15-02-2024,Madhya Pradesh,Narsinghpur,Fever With Rash,Reported In Same Week,5,0
2024,7,2024-02-14,14-02-2024,Madhya Pradesh,Morena,Measles,Reported In Same Week,5,0
2024,7,2024-02-13,14-02-2024,Madhya Pradesh,Gwalior,Measles,Reported In Same Week,10,0
2024,7,2024-02-13,13-02-2024,Madhya Pradesh,Jhabua,Measles,Reported In Same Week,5,0
2024,7,2024-02-12,12-02-2024,Madhya Pradesh,Bhopal,Human Rabies,Reported In Same Week,1,0
2024,7,2024-02-10,13-02-2024,Madhya Pradesh,Indore,Mumps,Reported In Same Week,17,0
2024,7,2024-02-15,15-02-2024,Maharashtra,Osmanabad,Malaria,Reported In Same Week,9,0
2024,7,2024-02-14,18-02-2024,Maharashtra,Raigad,Dengue,Reported In Same Week,6,0
2024,7,2024-02-08,14-02-2024,Maharashtra,Thane,Malaria,Reported In Same Week,5,0
2024,7,2024-02-13,14-02-2024,Meghalaya,East Garo Hills,Chickenpox,Reported In Same Week,8,0
2024,7,2024-02-16,17-02-2024,Odisha,Nabarangpur,Chickenpox,Reported In Same Week,12,0
2024,7,2024-02-16,17-02-2024,Odisha,Sambalpur,Acute Diarrheal Disease,Reported In Same Week,13,0
2024,7,2024-02-16,16-02-2024,Odisha,Koraput,Fever With Rash,Reported In Same Week,20,0
2024,7,2024-02-15,15-02-2024,Odisha,Cuttack,Food Poisoning,Reported In Same Week,38,0
2024,7,2024-02-12,14-02-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported In Same Week,18,0
2024,7,2024-02-12,13-02-2024,Odisha,Koraput,Acute Diarrheal Disease,Reported In Same Week,13,0
2024,7,2024-02-12,12-02-2024,Odisha,Nuapada,Acute Diarrheal Disease,Reported In Same Week,5,0
2024,7,2024-02-12,17-02-2024,Punjab,Fatehgarh Sahib,Mumps,Reported In Same Week,81,0
2024,7,2024-02-12,12-02-2024,Tamil Nadu,Ariyalur,Food Poisoning,Reported In Same Week,4,0
2024,7,2024-02-14,14-02-2024,Uttar Pradesh,Ballia,Fever With Rash,Reported In Same Week,5,0
2024,7,2024-02-13,14-02-2024,Uttar Pradesh,Ballia,Measles,Reported In Same Week,5,0
2024,7,2024-02-18,18-02-2024,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,6,0
2024,6,2024-02-10,10-02-2024,Bihar,Madhubani,Measles,Reported In Same Week,16,0
2024,6,2024-02-01,05-02-2024,Bihar,Purbi Champaran,Fever With Rash,Reported In Same Week,14,0
2024,6,2023-12-22,,Bihar,Gaya,Measles,Reported Late,6,3
2024,6,2024-02-09,09-02-2024,Chhattisgarh,Gariyaband,Acute Diarrheal Disease,Reported In Same Week,41,0
2024,6,2024-02-08,08-02-2024,Chhattisgarh,Bijapur,Dengue,Reported In Same Week,24,0
2024,6,2024-02-04,08-02-2024,Chhattisgarh,Sukma,Measles,Reported In Same Week,40,0
2024,6,2024-01-29,,Chhattisgarh,Surajpur,Mumps,Reported Late,37,1
2024,6,2024-02-07,07-02-2024,Gujarat,Valsad,Acute Diarrheal Disease,Reported In Same Week,73,0
2024,6,2024-02-06,06-02-2024,Jharkhand,Dumka,Chickenpox,Reported In Same Week,13,0
2024,6,2024-01-09,,Jharkhand,West Singhbhum,Measles,Reported Late,5,0
2024,6,2024-02-09,09-02-2024,Karnataka,Koppal,Chikungunya,Reported In Same Week,53,0
2024,6,2024-02-08,09-02-2024,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported In Same Week,60,0
2024,6,2024-02-07,07-02-2024,Karnataka,Dakshina Kannada,Shigellosis,Reported In Same Week,39,0
2024,6,2024-02-09,09-02-2024,Kerala,Malappuram,Acute Diarrheal Disease,Reported In Same Week,10,0
2024,6,2024-02-09,09-02-2024,Kerala,Palakkad,Mumps,Reported In Same Week,19,0
2024,6,2024-02-08,08-02-2024,Kerala,Malappuram,Hepatitis A,Reported In Same Week,47,0
2024,6,2024-02-05,06-02-2024,Kerala,Malappuram,Hepatitis A,Reported In Same Week,11,0
2024,6,2024-02-05,05-02-2024,Kerala,Malappuram,Hepatitis A,Reported In Same Week,7,0
2024,6,2024-02-04,05-02-2024,Kerala,Kasaragod,Food Poisoning,Reported In Same Week,78,0
2024,6,2024-02-03,05-02-2024,Kerala,Kozhikode,Hepatitis A,Reported In Same Week,13,0
2024,6,2024-02-02,05-02-2024,Kerala,Thrissur,Food Poisoning,Reported In Same Week,65,0
2024,6,2024-02-08,09-02-2024,Madhya Pradesh,Betul,Mumps,Reported In Same Week,13,0
2024,6,2024-02-06,06-02-2024,Madhya Pradesh,Guna,Measles,Reported In Same Week,9,0
2024,6,2024-02-02,06-02-2024,Madhya Pradesh,Alirajpur,Mumps,Reported In Same Week,38,0
2024,6,2024-02-02,06-02-2024,Madhya Pradesh,Alirajpur,Mumps,Reported In Same Week,15,0
2024,6,2024-02-02,06-02-2024,Madhya Pradesh,Alirajpur,Mumps,Reported In Same Week,25,0
2024,6,2024-02-07,09-02-2024,Maharashtra,Parbhani,Food Poisoning,Reported In Same Week,19,0
2024,6,2024-02-07,09-02-2024,Maharashtra,Parbhani,Food Poisoning,Reported In Same Week,629,0
2024,6,2024-02-07,09-02-2024,Maharashtra,Parbhani,Food Poisoning,Reported In Same Week,335,0
2024,6,2024-02-07,07-02-2024,Maharashtra,Nanded,Acute Diarrheal Disease,Reported In Same Week,1000,0
2024,6,2024-02-07,07-02-2024,Maharashtra,Osmanabad,Dengue,Reported In Same Week,9,0
2024,6,2024-02-07,07-02-2024,Maharashtra,Osmanabad,Acute Diarrheal Disease,Reported In Same Week,27,0
2024,6,2024-02-07,09-02-2024,Odisha,Rayagada,Food Poisoning,Reported In Same Week,9,1
2024,6,2024-02-04,05-02-2024,Odisha,Koraput,Food Poisoning,Reported In Same Week,17,0
2024,6,2024-02-08,08-02-2024,Tamil Nadu,Tiruvallur,Acute Diarrheal Disease,Reported In Same Week,131,0
2024,6,2024-02-06,07-02-2024,Tamil Nadu,Thanjavur,Mumps,Reported In Same Week,22,0
2024,6,2024-02-06,07-02-2024,Tamil Nadu,Thanjavur,Chickenpox,Reported In Same Week,25,0
2024,6,2024-02-05,08-02-2024,Tamil Nadu,Madurai,Leptospirosis,Reported In Same Week,14,0
2024,6,2024-02-10,11-02-2024,Telangana,Peddapalli,Acute Diarrheal Disease,Reported In Same Week,33,0
2024,5,2024-01-22,,Arunachal Pradesh,Leparada,Measles And Rubella,Reported Late,19,0
2024,5,2024-01-31,02-02-2024,Bihar,Begusarai,Fever With Rash,Reported In Same Week,11,0
2024,5,2024-02-03,03-02-2024,Gujarat,Ahmedabad,Cholera,Reported In Same Week,129,0
2024,5,2024-02-02,02-02-2024,Gujarat,Vadodara,Acute Diarrheal Disease,Reported In Same Week,86,0
2024,5,2024-01-31,31-01-2024,Gujarat,Anand,Mumps,Reported In Same Week,19,0
2024,5,2024-02-02,03-02-2024,Jammu And Kashmir,Shopian,Hepatitis A,Reported In Same Week,10,0
2024,5,2024-02-02,02-02-2024,Jammu And Kashmir,Shopian,Hepatitis A,Reported In Same Week,19,0
2024,5,2024-01-31,01-02-2024,Jammu And Kashmir,Shopian,Hepatitis A,Reported In Same Week,10,0
2024,5,2024-01-31,31-01-2024,Jammu And Kashmir,Shopian,Hepatitis A,Reported In Same Week,15,0
2024,5,2024-01-30,31-01-2024,Jammu And Kashmir,Shopian,Hepatitis A,Reported In Same Week,5,0
2024,5,2024-01-29,30-01-2024,Jammu And Kashmir,Anantnag,Acute Diarrheal Disease,Reported In Same Week,87,0
2024,5,2024-02-02,02-02-2024,Jharkhand,East Singhbhum,Chickenpox,Reported In Same Week,13,0
2024,5,2024-02-01,01-02-2024,Karnataka,Chikkamagaluru,Kyasanur Fandest Disease,Reported In Same Week,60,0
2024,5,2024-01-30,01-02-2024,Karnataka,Chamarajanagara,Diphtheria,Reported In Same Week,1,0
2024,5,2024-01-30,01-02-2024,Karnataka,Chikkamagaluru,Kyasanur Fandest Disease,Reported In Same Week,13,0
2024,5,2024-02-02,03-02-2024,Kerala,Palakkad,Dengue,Reported In Same Week,18,0
2024,5,2024-02-02,02-02-2024,Kerala,Palakkad,Chickenpox,Reported In Same Week,5,0
2024,5,2024-01-31,31-01-2024,Kerala,Palakkad,Mumps,Reported In Same Week,16,0
2024,5,2024-01-31,31-01-2024,Kerala,Palakkad,Fever With Rash,Reported In Same Week,6,0
2024,5,2024-01-24,,Kerala,Thrissur,Fever With Rash,Reported Late,85,0
2024,5,2024-02-04,04-02-2024,Madhya Pradesh,Gwalior,Mumps,Reported In Same Week,7,0
2024,5,2024-02-01,02-02-2024,Madhya Pradesh,Dhar,Mumps,Reported In Same Week,39,0
2024,5,2024-02-01,01-02-2024,Madhya Pradesh,Alirajpur,Mumps,Reported In Same Week,27,0
2024,5,2024-01-31,31-01-2024,Madhya Pradesh,Guna,Chickenpox,Reported In Same Week,8,0
2024,5,2024-01-31,31-01-2024,Madhya Pradesh,Narsinghpur,Chickenpox,Reported In Same Week,7,0
2024,5,2024-01-20,,Madhya Pradesh,Jhabua,Fever With Rash,Reported Late,15,0
2024,5,2024-01-01,,Madhya Pradesh,Indore,Chickenpox,Reported Late,5,0
2024,5,2024-02-03,03-02-2024,Maharashtra,Kolhapur,Hepatitis A And E,Reported In Same Week,101,0
2024,5,2024-01-31,31-01-2024,Maharashtra,Thane,Acute Diarrheal Disease,Reported In Same Week,110,0
2024,5,2024-01-12,,Manipur,Thoubal,Measles,Reported Late,21,0
2024,5,2024-01-12,,Manipur,Thoubal,Fever With Rash,Reported Late,34,0
2024,5,2024-01-23,,Meghalaya,West Garo Hills,Human Rabies,Reported Late,1,0
2024,5,2024-01-22,,Meghalaya,East Khasi Hills,Fever With Rash,Reported Late,29,0
2024,5,2024-02-02,02-02-2024,Odisha,Jharsuguda,Food Poisoning,Reported In Same Week,42,0
2024,5,2024-02-02,02-02-2024,Odisha,Koraput,Acute Diarrheal Disease,Reported In Same Week,18,0
2024,5,2024-02-02,02-02-2024,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported In Same Week,12,0
2024,5,2024-01-31,31-01-2024,Odisha,Bargarh,Food Poisoning,Reported In Same Week,347,0
2024,5,2024-01-30,31-01-2024,Odisha,Deogarh,Food Poisoning,Reported In Same Week,42,0
2024,5,2024-01-29,29-01-2024,Odisha,Deogarh,Chickenpox,Reported In Same Week,15,0
2024,5,2024-01-28,02-02-2024,Odisha,Sundargarh,Acute Diarrheal Disease,Reported In Same Week,7,0
2024,5,2024-02-01,01-02-2024,Punjab,Shahid Bhagat Singh Nagar,Mumps,Reported In Same Week,13,0
2024,5,2024-01-31,31-01-2024,Tamil Nadu,Tiruppur,Fever,Reported In Same Week,7,0
